Date,Open,High,Low,Close,Adj Close,Volume
2010-06-01,32.799999,34.180000,30.760000,32.549999,28.445921,28870100
2010-07-01,32.250000,32.500000,26.000000,26.600000,23.246122,13851900
2010-08-01,27.139999,27.629999,20.250000,20.910000,18.273550,10172500
2010-09-01,21.059999,22.850000,19.600000,20.200001,17.653078,7127800
2010-10-01,20.250000,24.980000,19.830000,24.010000,21.083515,6876000
2010-11-01,24.030001,25.299999,23.100000,23.790001,20.890335,5917800
2010-12-01,23.950001,25.160000,21.780001,22.860001,20.073683,8010100
2011-01-01,23.020000,24.459999,22.430000,23.010000,20.290691,6384500
2011-02-01,23.080000,29.770000,22.719999,29.590000,26.093075,22753900
2011-03-01,29.590000,29.590000,26.900000,28.969999,25.546339,12094000
2011-04-01,29.250000,29.400000,26.540001,26.820000,23.735594,5844400
2011-05-01,26.820000,28.469999,25.510000,26.320000,23.293097,9507400
2011-06-01,26.200001,26.209999,23.330000,24.600000,21.770905,17227500
2011-07-01,24.530001,25.129999,22.530001,23.040001,20.468079,6669900
2011-08-01,23.190001,25.299999,21.549999,25.250000,22.431381,14143500
2011-09-01,25.270000,27.620001,23.139999,24.469999,21.843470,20665700
2011-10-01,24.230000,26.500000,23.580000,26.129999,23.325291,13049000
2011-11-01,25.510000,28.150000,24.920000,26.920000,24.030491,15368300
2011-12-01,26.770000,27.440001,25.110001,25.860001,23.189873,11395100
2012-01-01,26.120001,26.219999,24.440001,25.590000,22.947756,7831400
2012-02-01,25.730000,28.459999,25.280001,27.570000,24.723314,34564400
2012-03-01,27.610001,29.559999,26.799999,28.420000,25.595638,15986800
2012-04-01,28.510000,28.660000,25.910000,26.440001,23.812405,12637000
2012-05-01,26.309999,26.930000,24.559999,25.250000,22.740665,10242500
2012-06-01,24.910000,28.120001,24.799999,27.680000,25.046450,13508300
2012-07-01,27.770000,28.860001,27.400000,28.500000,25.788427,7452700
2012-08-01,28.629999,29.150000,27.620001,28.440001,25.734138,7577100
2012-09-01,28.389999,30.389999,28.230000,29.400000,26.741600,10746700
2012-10-01,29.480000,30.080000,28.559999,29.469999,26.805262,7391900
2012-11-01,29.590000,30.950001,29.110001,29.980000,27.269150,8378600
2012-12-01,30.080000,30.790001,29.110001,29.459999,26.932980,11764900
2013-01-01,29.740000,33.919998,29.740000,33.880001,30.973839,9252300
2013-02-01,34.000000,36.189999,33.639999,35.919998,32.838856,8836000
2013-03-01,35.840000,36.990002,35.220001,36.939999,33.914005,8569000
2013-04-01,36.889999,37.549999,35.759998,37.529999,34.455692,9256300
2013-05-01,37.480000,41.000000,37.110001,40.139999,36.851883,9682800
2013-06-01,40.439999,47.130001,39.730000,46.639999,42.977703,14485300
2013-07-01,46.759998,50.869999,46.299999,50.099998,46.166023,15173400
2013-08-01,50.639999,51.119999,45.700001,45.889999,42.286598,13070700
2013-09-01,46.299999,46.650002,44.439999,45.230000,41.840492,11033700
2013-10-01,45.200001,51.000000,44.860001,48.430000,44.800682,13335700
2013-11-01,50.110001,54.790001,48.250000,52.279999,48.362164,9147000
2013-12-01,52.470001,53.849998,50.160000,51.959999,48.227512,11653700
2014-01-01,51.889999,52.450001,48.220001,52.020000,48.749783,14161700
2014-02-01,52.099998,57.259998,49.000000,54.029999,50.633427,12910200
2014-03-01,53.299999,59.279999,53.000000,56.599998,53.219730,13680200
2014-04-01,56.720001,56.980000,49.299999,53.360001,50.173229,13957700
2014-05-01,53.349998,53.730000,48.169998,50.680000,47.653278,12217300
2014-06-01,50.700001,51.590000,46.840000,49.209999,46.435509,18459600
2014-07-01,49.080002,49.759998,46.520000,48.470001,45.737240,15911400
