Date,Open,High,Low,Close,Adj Close,Volume
2014-08-01,48.470001,54.160000,47.020000,53.029999,50.040138,14126800
2014-09-01,53.169998,56.360001,52.509998,53.529999,50.709553,11608800
2014-10-01,53.610001,59.099998,52.900002,58.939999,55.834507,15297500
2014-11-01,59.250000,63.270000,58.689999,59.910000,56.753407,11879400
2014-12-01,59.820000,65.389999,59.240002,63.419998,60.291679,12510700
2015-01-01,63.880001,68.000000,62.810001,64.470001,61.289894,11952600
2015-02-01,64.449997,65.860001,59.380001,60.029999,57.068893,14214200
2015-03-01,59.849998,61.160000,56.570000,57.410000,54.761581,17336300
2015-04-01,57.110001,58.810001,55.259998,56.270000,53.674175,14601900
2015-05-01,56.790001,59.610001,55.040001,58.520000,55.820377,12719500
2015-06-01,58.730000,59.639999,56.419998,57.220001,54.775944,11640400
2015-07-01,57.410000,62.750000,57.410000,61.980000,59.332623,12116300
2015-08-01,61.919998,64.599998,58.250000,63.259998,60.557953,11948400
2015-09-01,62.650002,67.220001,62.259998,67.080002,64.214775,11425400
2015-10-01,67.330002,69.430000,64.129997,67.040001,64.413231,15696800
2015-11-01,67.430000,72.529999,67.430000,72.209999,69.380661,10869300
2015-12-01,71.250000,71.250000,63.650002,64.900002,62.357075,15419900
2016-01-01,64.550003,66.860001,61.000000,66.620003,64.219368,15578100
2016-02-01,66.290001,66.620003,58.430000,62.500000,60.247837,13268700
2016-03-01,62.709999,67.410004,62.029999,65.330002,62.975872,10093600
2016-04-01,65.099998,66.949997,61.220001,61.959999,59.945072,9204000
2016-05-01,61.580002,64.900002,61.430000,63.650002,61.580112,8184600
2016-06-01,63.080002,66.620003,62.189999,66.620003,64.453522,11534900
2016-07-01,66.769997,69.480003,65.629997,68.800003,66.804039,7191400
2016-08-01,68.800003,69.440002,66.430000,68.690002,66.697235,7964700
2016-09-01,68.739998,71.050003,64.620003,64.849998,63.197334,17631200
2016-10-01,64.910004,68.430000,61.580002,63.209999,61.599133,19337800
2016-11-01,63.009998,69.449997,62.580002,68.900002,67.144127,20454700
2016-12-01,69.220001,77.290001,68.410004,73.889999,72.269569,16586200
2017-01-01,73.680000,79.760002,72.540001,79.620003,77.873917,13190000
2017-02-01,79.760002,81.360001,76.750000,78.050003,76.338348,36755000
2017-03-01,78.669998,81.320000,77.680000,81.070000,79.292114,28467600
2017-04-01,81.029999,84.629997,80.000000,82.410004,80.861748,18745300
2017-05-01,82.620003,86.889999,82.099998,86.370003,84.747345,32255300
2017-06-01,86.779999,91.800003,86.099998,91.400002,89.942337,23226600
2017-07-01,91.830002,94.699997,91.120003,94.529999,93.022415,14761300
2017-08-01,94.809998,101.349998,92.199997,100.889999,99.280983,19721100
2017-09-01,100.610001,108.260002,100.519997,107.629997,106.199257,27616100
2017-10-01,107.919998,113.379997,107.480003,113.059998,111.557076,17366800
2017-11-01,113.690002,125.040001,109.839996,116.019997,114.477730,29370800
2017-12-01,124.419998,128.320007,121.269997,124.589996,123.208893,25379100
2018-01-01,124.879997,138.539993,120.349998,134.389999,132.900253,18824400
2018-02-01,134.169998,136.940002,96.809998,112.010002,110.768341,48600700
2018-03-01,111.629997,124.559998,110.699997,114.099998,112.835182,28404200
2018-04-01,114.080002,115.129997,104.330002,106.779999,105.851463,20562900
2018-05-01,106.389999,109.550003,97.230003,97.559998,96.711639,28669200
2018-06-01,98.849998,107.669998,97.550003,104.070000,103.447113,24205200
2018-07-01,103.379997,106.169998,94.000000,97.129997,96.548645,13545000
2018-08-01,97.070000,103.970001,91.099998,100.800003,100.196693,19864500
2018-09-01,100.660004,109.120003,95.570000,95.959999,95.679993,16520900
2018-10-01,95.500000,114.599998,93.760002,112.849998,112.520706,21477100
