Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,22.618000,22.700001,18.700001,19.096001,15.260502,131799000
2010-02-01,19.268000,21.493999,18.802000,21.458000,17.148085,111897000
2010-03-01,21.445999,22.724001,21.256001,22.436001,17.929644,84822000
2010-04-01,22.546000,24.532000,21.106001,23.326000,18.640888,93203000
2010-05-01,23.459999,25.000000,21.586000,23.226000,18.560974,109491000
2010-06-01,23.138000,25.906000,22.516001,22.606001,18.065510,119102500
2010-07-01,22.724001,22.888000,20.268000,21.124001,16.881170,93414000
2010-08-01,21.400000,22.309999,18.436001,19.112000,15.273286,112097000
2010-09-01,19.502001,21.566000,19.482000,20.944000,16.737318,79059000
2010-10-01,21.125999,23.818001,21.016001,22.974001,18.359591,84620500
2010-11-01,22.903999,23.534000,22.072001,22.540001,18.012760,60226000
2010-12-01,22.844000,24.379999,22.700001,23.830000,19.043655,55299000
2011-01-01,23.959999,24.198000,22.426001,24.098000,19.257833,81462500
2011-02-01,24.110001,26.308001,23.510000,25.639999,20.490114,86916500
2011-03-01,25.680000,27.076000,24.242001,24.708000,19.745306,75635000
2011-04-01,24.520000,24.988001,23.532000,24.070000,19.235453,81801000
2011-05-01,24.128000,25.334000,22.440001,24.129999,19.283400,90918000
2011-06-01,24.086000,25.170000,22.532000,24.941999,19.932306,59669000
2011-07-01,24.968000,26.344000,24.299999,24.660000,19.706947,44520500
2011-08-01,24.945999,24.945999,20.514000,23.590000,18.851860,110945500
2011-09-01,23.546000,25.292000,21.764000,23.652000,18.901409,76647000
2011-10-01,23.573999,26.577999,23.046000,25.976000,20.758621,74671500
2011-11-01,25.358000,25.954000,22.600000,24.344000,19.454426,83893500
2011-12-01,24.285999,25.507999,23.160000,24.110001,19.267422,52824500
2012-01-01,24.480000,24.624001,22.134001,22.896000,18.297256,83451500
2012-02-01,23.112000,28.100000,22.916000,27.591999,22.050047,84072500
2012-03-01,27.612000,28.549999,26.927999,27.483999,21.963737,61227500
2012-04-01,27.417999,27.912001,25.346001,26.608000,21.263681,48450500
2012-05-01,26.444000,26.572001,24.076000,24.490000,19.571093,70785500
2012-06-01,24.174000,27.518000,23.563999,27.195999,21.733583,61498000
2012-07-01,28.354000,28.354000,25.771999,26.243999,20.972801,48288000
2012-08-01,26.816000,27.900000,25.243999,27.340000,21.848660,42336500
2012-09-01,27.346001,28.230000,26.636000,26.681999,21.322821,53865500
2012-10-01,26.771999,26.950001,25.604000,26.200001,20.937639,51923000
